562,流浪者匕首（★） | 狩猎网格 (战痕累累)
619,流浪者匕首（★） | 狩猎网格 (略有磨损)
575,流浪者匕首（★） | 狩猎网格 (破损不堪)
1229.5,流浪者匕首（★） | 蓝钢 (久经沙场)
1384.99,流浪者匕首（★） | 蓝钢 (略有磨损)
1029.99,流浪者匕首（★） | 蓝钢 (破损不堪)
1464,流浪者匕首（★） | 表面淬火 (久经沙场)
3199.99,流浪者匕首（★） | 表面淬火 (崭新出厂)
1020,流浪者匕首（★） | 表面淬火 (战痕累累)
662,流浪者匕首（★） | 都市伪装 (久经沙场)
579.99,流浪者匕首（★） | 都市伪装 (战痕累累)
865,流浪者匕首（★） | 都市伪装 (略有磨损)
610,流浪者匕首（★） | 都市伪装 (破损不堪)
627.99,海豹短刀（★ StatTrak™） | 人工染色 (破损不堪)
559,海豹短刀（★ StatTrak™） | 北方森林 (久经沙场)
719.9,海豹短刀（★ StatTrak™） | 夜色 (久经沙场)
553,海豹短刀（★ StatTrak™） | 森林 DDPAT (久经沙场)
1400,海豹短刀（★ StatTrak™） | 深红之网 (久经沙场)
1121,海豹短刀（★ StatTrak™） | 表面淬火 (久经沙场)
1200,海豹短刀（★ StatTrak™） | 表面淬火 (略有磨损)
688.5,海豹短刀（★ StatTrak™） | 都市伪装 (略有磨损)
640,海豹短刀（★ StatTrak™） | 都市伪装 (破损不堪)
1460,海豹短刀（★）
609,海豹短刀（★） | 人工染色 (久经沙场)
942.7,海豹短刀（★） | 人工染色 (崭新出厂)
680,海豹短刀（★） | 人工染色 (略有磨损)
528,海豹短刀（★） | 北方森林 (久经沙场)
528.99,海豹短刀（★） | 北方森林 (战痕累累)
545,海豹短刀（★） | 北方森林 (略有磨损)
635,海豹短刀（★） | 北方森林 (破损不堪)
632.5,海豹短刀（★） | 夜色 (久经沙场)
699,海豹短刀（★） | 夜色 (战痕累累)
630,海豹短刀（★） | 夜色 (略有磨损)
819,海豹短刀（★） | 夜色 (破损不堪)
1330,海豹短刀（★） | 屠夫 (久经沙场)
1670,海豹短刀（★） | 屠夫 (崭新出厂)
1289.5,海豹短刀（★） | 屠夫 (略有磨损)
527.5,海豹短刀（★） | 枯焦之色 (久经沙场)
499,海豹短刀（★） | 枯焦之色 (战痕累累)
530,海豹短刀（★） | 枯焦之色 (略有磨损)
582,海豹短刀（★） | 枯焦之色 (破损不堪)
501,海豹短刀（★） | 森林 DDPAT (久经沙场)
509.4,海豹短刀（★） | 森林 DDPAT (战痕累累)
516,海豹短刀（★） | 森林 DDPAT (略有磨损)
595,海豹短刀（★） | 森林 DDPAT (破损不堪)
1324,海豹短刀（★） | 深红之网 (久经沙场)
9600,海豹短刀（★） | 深红之网 (崭新出厂)
1029,海豹短刀（★） | 深红之网 (战痕累累)
1369,海豹短刀（★） | 深红之网 (略有磨损)
2719,海豹短刀（★） | 渐变之色 (崭新出厂)
489.5,海豹短刀（★） | 狩猎网格 (久经沙场)
495,海豹短刀（★） | 狩猎网格 (战痕累累)
505,海豹短刀（★） | 狩猎网格 (略有磨损)
490,海豹短刀（★） | 狩猎网格 (破损不堪)
609.99,海豹短刀（★） | 蓝钢 (破损不堪)
887.98,海豹短刀（★） | 表面淬火 (久经沙场)
1779.49,海豹短刀（★） | 表面淬火 (崭新出厂)
735,海豹短刀（★） | 表面淬火 (战痕累累)
761,海豹短刀（★） | 表面淬火 (破损不堪)
499,海豹短刀（★） | 都市伪装 (久经沙场)
505,海豹短刀（★） | 都市伪装 (略有磨损)
525,海豹短刀（★） | 都市伪装 (破损不堪)
1004.3,熊刀（★ StatTrak™）
690,熊刀（★ StatTrak™） | 人工染色 (略有磨损)
500,熊刀（★ StatTrak™） | 北方森林 (久经沙场)
569,熊刀（★ StatTrak™） | 外表生锈 (战痕累累)
578.5,熊刀（★ StatTrak™） | 夜色 (战痕累累)
615,熊刀（★ StatTrak™） | 大马士革钢 (久经沙场)
500,熊刀（★ StatTrak™） | 枯焦之色 (久经沙场)
500,熊刀（★ StatTrak™） | 森林 DDPAT (久经沙场)
1280,熊刀（★ StatTrak™） | 深红之网 (久经沙场)
1049.5,熊刀（★ StatTrak™） | 深红之网 (战痕累累)
1449.5,熊刀（★ StatTrak™） | 深红之网 (破损不堪)
1795,熊刀（★ StatTrak™） | 渐变大理石 (崭新出厂)
480,熊刀（★ StatTrak™） | 狩猎网格 (战痕累累)
756.5,熊刀（★ StatTrak™） | 致命紫罗兰 (久经沙场)
985.88,熊刀（★ StatTrak™） | 表面淬火 (久经沙场)
980,熊刀（★）
556.99,熊刀（★） | 人工染色 (久经沙场)
605,熊刀（★） | 人工染色 (略有磨损)
529.5,熊刀（★） | 人工染色 (破损不堪)
498.5,熊刀（★） | 外表生锈 (战痕累累)
1525,熊刀（★） | 多普勒 (崭新出厂)
540,熊刀（★） | 夜色 (久经沙场)
484.5,熊刀（★） | 夜色 (战痕累累)
665,熊刀（★） | 夜色 (略有磨损)
573.5,熊刀（★） | 大马士革钢 (久经沙场)
719.5,熊刀（★） | 大马士革钢 (崭新出厂)
660,熊刀（★） | 大马士革钢 (略有磨损)
1315.5,熊刀（★） | 屠夫 (久经沙场)
1383.5,熊刀（★） | 屠夫 (略有磨损)
449.88,熊刀（★） | 枯焦之色 (久经沙场)
446.5,熊刀（★） | 枯焦之色 (战痕累累)
488,熊刀（★） | 枯焦之色 (略有磨损)
459,熊刀（★） | 枯焦之色 (破损不堪)
469,熊刀（★） | 森林 DDPAT (久经沙场)
1030,熊刀（★） | 森林 DDPAT (崭新出厂)
449,熊刀（★） | 森林 DDPAT (战痕累累)
540,熊刀（★） | 森林 DDPAT (略有磨损)
459.5,熊刀（★） | 森林 DDPAT (破损不堪)
1302,熊刀（★） | 深红之网 (久经沙场)
875,熊刀（★） | 深红之网 (战痕累累)
1194.99,熊刀（★） | 深红之网 (破损不堪)
2375,熊刀（★） | 渐变之色 (崭新出厂)
2350,熊刀（★） | 渐变之色 (略有磨损)
1709,熊刀（★） | 渐变大理石 (崭新出厂)
448.5,熊刀（★） | 狩猎网格 (久经沙场)
485,熊刀（★） | 狩猎网格 (略有磨损)
450,熊刀（★） | 狩猎网格 (破损不堪)
716.4,熊刀（★） | 致命紫罗兰 (久经沙场)
576,熊刀（★） | 致命紫罗兰 (战痕累累)
1012,熊刀（★） | 致命紫罗兰 (略有磨损)
690,熊刀（★） | 致命紫罗兰 (破损不堪)
592.5,熊刀（★） | 蓝钢 (久经沙场)
565,熊刀（★） | 蓝钢 (战痕累累)
663.5,熊刀（★） | 蓝钢 (略有磨损)
1340,熊刀（★） | 虎牙 (崭新出厂)
1344,熊刀（★） | 虎牙 (略有磨损)
817.5,熊刀（★） | 表面淬火 (久经沙场)
1349.8,熊刀（★） | 表面淬火 (崭新出厂)
1039.3,熊刀（★） | 表面淬火 (略有磨损)
691.49,熊刀（★） | 表面淬火 (破损不堪)
518.5,熊刀（★） | 都市伪装 (久经沙场)
620,熊刀（★） | 都市伪装 (略有磨损)
3635,爪子刀（★ StatTrak™）
5149.49,爪子刀（★ StatTrak™） | 伽玛多普勒 (崭新出厂)
1900,爪子刀（★ StatTrak™） | 外表生锈 (战痕累累)
4279,爪子刀（★ StatTrak™） | 多普勒 (崭新出厂)
1629.5,爪子刀（★ StatTrak™） | 森林 DDPAT (久经沙场)
3499.2,爪子刀（★ StatTrak™） | 深红之网 (久经沙场)
2200,爪子刀（★ StatTrak™） | 澄澈之水 (久经沙场)
2850,爪子刀（★ StatTrak™） | 澄澈之水 (崭新出厂)
1596.9,爪子刀（★ StatTrak™） | 狩猎网格 (久经沙场)
4226.5,爪子刀（★ StatTrak™） | 自动化 (久经沙场)
5350,爪子刀（★ StatTrak™） | 自动化 (略有磨损)
2218.5,爪子刀（★ StatTrak™） | 致命紫罗兰 (久经沙场)
4485.5,爪子刀（★ StatTrak™） | 虎牙 (崭新出厂)
2872,爪子刀（★ StatTrak™） | 黑色层压板 (破损不堪)
2220,爪子刀（★） | 人工染色 (久经沙场)
2360,爪子刀（★） | 人工染色 (略有磨损)
2010,爪子刀（★） | 人工染色 (破损不堪)
3814.5,爪子刀（★） | 传说 (久经沙场)
9799.49,爪子刀（★） | 传说 (崭新出厂)
6547,爪子刀（★） | 传说 (略有磨损)
4737,爪子刀（★） | 伽玛多普勒 (略有磨损)
1689,爪子刀（★） | 北方森林 (久经沙场)
1558,爪子刀（★） | 北方森林 (战痕累累)
1964.5,爪子刀（★） | 北方森林 (略有磨损)
1599.5,爪子刀（★） | 北方森林 (破损不堪)
2033,爪子刀（★） | 噩梦之夜 (久经沙场)
1879,爪子刀（★） | 外表生锈 (战痕累累)
2030,爪子刀（★） | 外表生锈 (破损不堪)
4099,爪子刀（★） | 多普勒 (崭新出厂)
4020,爪子刀（★） | 多普勒 (略有磨损)
2599.5,爪子刀（★） | 大马士革钢 (久经沙场)
3245,爪子刀（★） | 大马士革钢 (崭新出厂)
2280,爪子刀（★） | 大马士革钢 (战痕累累)
2959.5,爪子刀（★） | 大马士革钢 (略有磨损)
3310,爪子刀（★） | 屠夫 (久经沙场)
4600,爪子刀（★） | 屠夫 (崭新出厂)
3769,爪子刀（★） | 屠夫 (略有磨损)
1538,爪子刀（★） | 枯焦之色 (久经沙场)
1689.5,爪子刀（★） | 枯焦之色 (略有磨损)
1593.99,爪子刀（★） | 森林 DDPAT (久经沙场)
1749.99,爪子刀（★） | 森林 DDPAT (略有磨损)
3233,爪子刀（★） | 深红之网 (久经沙场)
2346.77,爪子刀（★） | 深红之网 (战痕累累)
8598.5,爪子刀（★） | 渐变之色 (崭新出厂)
7900,爪子刀（★） | 渐变之色 (略有磨损)
5849,爪子刀（★） | 渐变大理石 (崭新出厂)
5400,爪子刀（★） | 渐变大理石 (略有磨损)
2214,爪子刀（★） | 澄澈之水 (久经沙场)
2842.9,爪子刀（★） | 澄澈之水 (崭新出厂)
1953.5,爪子刀（★） | 澄澈之水 (战痕累累)
2483.7,爪子刀（★） | 澄澈之水 (略有磨损)
1548,爪子刀（★） | 狩猎网格 (久经沙场)
1620,爪子刀（★） | 狩猎网格 (略有磨损)
4222,爪子刀（★） | 自动化 (久经沙场)
7900,爪子刀（★） | 自动化 (崭新出厂)
3050,爪子刀（★） | 自动化 (战痕累累)
5400,爪子刀（★） | 自动化 (略有磨损)
2319,爪子刀（★） | 自由之手 (久经沙场)
2809,爪子刀（★） | 自由之手 (崭新出厂)
2510,爪子刀（★） | 自由之手 (略有磨损)
2200,爪子刀（★） | 致命紫罗兰 (久经沙场)
1899.5,爪子刀（★） | 致命紫罗兰 (战痕累累)
2880,爪子刀（★） | 致命紫罗兰 (略有磨损)
2405,爪子刀（★） | 蓝钢 (久经沙场)
2294,爪子刀（★） | 蓝钢 (战痕累累)
2520,爪子刀（★） | 蓝钢 (略有磨损)
4319.5,爪子刀（★） | 虎牙 (崭新出厂)
3029.5,爪子刀（★） | 表面淬火 (久经沙场)
6099,爪子刀（★） | 表面淬火 (崭新出厂)
2300,爪子刀（★） | 表面淬火 (战痕累累)
3400,爪子刀（★） | 表面淬火 (略有磨损)
2595,爪子刀（★） | 表面淬火 (破损不堪)
3000,爪子刀（★） | 都市伪装 (崭新出厂)
1525,爪子刀（★） | 都市伪装 (战痕累累)
1926,爪子刀（★） | 都市伪装 (略有磨损)
4420,爪子刀（★） | 黑色层压板 (崭新出厂)
2844.5,爪子刀（★） | 黑色层压板 (战痕累累)
3260,爪子刀（★） | 黑色层压板 (略有磨损)
2855,爪子刀（★） | 黑色层压板 (破损不堪)
1250,猎杀者匕首（★ StatTrak™） | 传说 (久经沙场)
1594.92,猎杀者匕首（★ StatTrak™） | 多普勒 (崭新出厂)
744,猎杀者匕首（★ StatTrak™） | 大马士革钢 (略有磨损)
665.5,猎杀者匕首（★ StatTrak™） | 自由之手 (久经沙场)
1244,猎杀者匕首（★ StatTrak™） | 虎牙 (崭新出厂)
845,猎杀者匕首（★）
1130,猎杀者匕首（★） | 传说 (久经沙场)
2050,猎杀者匕首（★） | 传说 (崭新出厂)
1310,猎杀者匕首（★） | 伽玛多普勒 (崭新出厂)
445,猎杀者匕首（★） | 北方森林 (久经沙场)
441,猎杀者匕首（★） | 北方森林 (战痕累累)
530,猎杀者匕首（★） | 北方森林 (略有磨损)
438,猎杀者匕首（★） | 外表生锈 (战痕累累)
1219.5,猎杀者匕首（★） | 多普勒 (崭新出厂)
554.5,猎杀者匕首（★） | 大马士革钢 (久经沙场)
682,猎杀者匕首（★） | 大马士革钢 (崭新出厂)
624.44,猎杀者匕首（★） | 大马士革钢 (略有磨损)
494.5,猎杀者匕首（★） | 枯焦之色 (略有磨损)
449,猎杀者匕首（★） | 森林 DDPAT (战痕累累)
836.66,猎杀者匕首（★） | 深红之网 (久经沙场)
1447,猎杀者匕首（★） | 渐变之色 (崭新出厂)
1283,猎杀者匕首（★） | 渐变大理石 (崭新出厂)
501.4,猎杀者匕首（★） | 澄澈之水 (久经沙场)
666,猎杀者匕首（★） | 澄澈之水 (崭新出厂)
582,猎杀者匕首（★） | 澄澈之水 (略有磨损)
1025.5,猎杀者匕首（★） | 自动化 (略有磨损)
534,猎杀者匕首（★） | 自由之手 (久经沙场)
705,猎杀者匕首（★） | 自由之手 (崭新出厂)
636,猎杀者匕首（★） | 自由之手 (略有磨损)
479,猎杀者匕首（★） | 致命紫罗兰 (久经沙场)
472.49,猎杀者匕首（★） | 致命紫罗兰 (战痕累累)
683,猎杀者匕首（★） | 致命紫罗兰 (略有磨损)
568.5,猎杀者匕首（★） | 蓝钢 (战痕累累)
654,猎杀者匕首（★） | 蓝钢 (略有磨损)
1048.9,猎杀者匕首（★） | 虎牙 (崭新出厂)
715,猎杀者匕首（★） | 黑色层压板 (久经沙场)
980,猎杀者匕首（★） | 黑色层压板 (战痕累累)
748.5,猎杀者匕首（★） | 黑色层压板 (略有磨损)
711.5,猎杀者匕首（★） | 黑色层压板 (破损不堪)
1257.98,短剑（★ StatTrak™）
698,短剑（★ StatTrak™） | 北方森林 (略有磨损)
895,短剑（★ StatTrak™） | 大马士革钢 (久经沙场)
1195,短剑（★ StatTrak™） | 大马士革钢 (崭新出厂)
829.5,短剑（★ StatTrak™） | 大马士革钢 (战痕累累)
1000,短剑（★ StatTrak™） | 大马士革钢 (略有磨损)
609.5,短剑（★ StatTrak™） | 森林 DDPAT (久经沙场)
2700,短剑（★ StatTrak™） | 渐变之色 (崭新出厂)
1989.5,短剑（★ StatTrak™） | 渐变大理石 (崭新出厂)
569.5,短剑（★ StatTrak™） | 狩猎网格 (久经沙场)
779.5,短剑（★ StatTrak™） | 致命紫罗兰 (久经沙场)
679.5,短剑（★ StatTrak™） | 致命紫罗兰 (战痕累累)
1070,短剑（★ StatTrak™） | 致命紫罗兰 (略有磨损)
1655,短剑（★ StatTrak™） | 虎牙 (崭新出厂)
1299,短剑（★ StatTrak™） | 表面淬火 (久经沙场)
659,短剑（★ StatTrak™） | 都市伪装 (久经沙场)
1240,短剑（★）
895,短剑（★） | 人工染色 (略有磨损)
1030,短剑（★） | 北方森林 (崭新出厂)
547.98,短剑（★） | 北方森林 (战痕累累)
666.5,短剑（★） | 外表生锈 (战痕累累)
700,短剑（★） | 外表生锈 (破损不堪)
1845,短剑（★） | 多普勒 (崭新出厂)
1840,短剑（★） | 多普勒 (略有磨损)
656,短剑（★） | 夜色 (久经沙场)
597.5,短剑（★） | 夜色 (战痕累累)
759,短剑（★） | 夜色 (略有磨损)
638,短剑（★） | 夜色 (破损不堪)
874,短剑（★） | 大马士革钢 (久经沙场)
1096.93,短剑（★） | 大马士革钢 (崭新出厂)
755,短剑（★） | 大马士革钢 (战痕累累)
996,短剑（★） | 大马士革钢 (略有磨损)
1545,短剑（★） | 屠夫 (久经沙场)
1848.5,短剑（★） | 屠夫 (崭新出厂)
545,短剑（★） | 枯焦之色 (久经沙场)
613,短剑（★） | 枯焦之色 (略有磨损)
549.5,短剑（★） | 森林 DDPAT (久经沙场)
630,短剑（★） | 森林 DDPAT (略有磨损)
1274,短剑（★） | 深红之网 (久经沙场)
864,短剑（★） | 深红之网 (战痕累累)
2148.5,短剑（★） | 深红之网 (略有磨损)
2699,短剑（★） | 渐变之色 (崭新出厂)
1968.99,短剑（★） | 渐变大理石 (崭新出厂)
549,短剑（★） | 狩猎网格 (久经沙场)
548.5,短剑（★） | 狩猎网格 (战痕累累)
597,短剑（★） | 狩猎网格 (略有磨损)
781.5,短剑（★） | 致命紫罗兰 (久经沙场)
1020,短剑（★） | 致命紫罗兰 (略有磨损)
724.5,短剑（★） | 致命紫罗兰 (破损不堪)
1260,短剑（★） | 蓝钢 (崭新出厂)
908,短剑（★） | 蓝钢 (略有磨损)
1641.5,短剑（★） | 虎牙 (崭新出厂)
1629,短剑（★） | 虎牙 (略有磨损)
1180,短剑（★） | 表面淬火 (久经沙场)
2299,短剑（★） | 表面淬火 (崭新出厂)
929.5,短剑（★） | 表面淬火 (战痕累累)
1376.5,短剑（★） | 表面淬火 (略有磨损)
1009,短剑（★） | 表面淬火 (破损不堪)
634.3,短剑（★） | 都市伪装 (久经沙场)
568.9,短剑（★） | 都市伪装 (战痕累累)
757.5,穿肠刀（★ StatTrak™） | 传说 (久经沙场)
635.5,穿肠刀（★ StatTrak™） | 传说 (战痕累累)
1000,穿肠刀（★ StatTrak™） | 传说 (略有磨损)
400,穿肠刀（★ StatTrak™） | 北方森林 (战痕累累)
